Date,C5TC,P5TC,S10TC,HS7TC
06/06/2023,11470,9973,8591,9474
07/06/2023,11503,10252,8422,9265
08/06/2023,12112,10312,8219,9086
09/06/2023,12560,10316,8093,9023
12/06/2023,12702,10295,7984,8846
13/06/2023,13163,10297,7946,8665
14/06/2023,13106,10466,8019,8574
15/06/2023,13258,10658,8138,8474
16/06/2023,12674,10738,8230,8346
19/06/2023,12375,10733,8263,8288
20/06/2023,12769,10568,8348,8236
21/06/2023,14350,10417,8369,8194
22/06/2023,16514,10263,8260,8202
23/06/2023,17252,10139,8178,8197
26/06/2023,17209,10013,8156,8175
27/06/2023,16068,9797,8208,8178
28/06/2023,15113,9526,8267,8132
29/06/2023,14589,9368,8251,8065
30/06/2023,14133,9273,8241,8029
03/07/2023,13692,9130,8221,7996
04/07/2023,13279,8891,8219,7834
05/07/2023,12234,8723,8104,7737
06/07/2023,12265,8736,8011,7687
07/07/2023,12625,8852,7959,7627
10/07/2023,12894,8966,7967,7598
11/07/2023,12858,9243,8012,7517
12/07/2023,13810,9774,8079,7457
13/07/2023,14028,9906,8173,7398
14/07/2023,13722,9853,8178,7369
17/07/2023,13386,9756,8168,7310
18/07/2023,12676,9470,8206,7308
19/07/2023,12178,8940,8292,7270
20/07/2023,11787,8503,8331,7247
21/07/2023,11958,8320,8333,7202
24/07/2023,11795,8186,8323,7192
25/07/2023,11806,8054,8278,7196
26/07/2023,14379,8244,8159,7181
27/07/2023,14937,8594,8066,7142
28/07/2023,15180,8774,7989,7123
31/07/2023,15533,8964,7905,7090
01/08/2023,15924,9307,7795,7086
02/08/2023,14997,9741,7704,7061
03/08/2023,14956,10010,7646,7030
04/08/2023,15080,10200,7568,7020
07/08/2023,15192,10373,7545,7007
08/08/2023,14791,10754,7580,7048
09/08/2023,14526,11098,7651,7068
10/08/2023,13883,11629,7771,7211
11/08/2023,13200,12037,8008,7396
14/08/2023,13017,12281,8193,7561
15/08/2023,13244,12710,8490,7790
16/08/2023,14106,13374,8933,7992
17/08/2023,13809,13702,9449,8269
18/08/2023,13255,13876,9674,8449
21/08/2023,12752,13872,9899,8585
22/08/2023,12117,13647,10004,8715
23/08/2023,11315,13263,10006,8840
24/08/2023,10443,13106,9966,9004
25/08/2023,9735,13041,9993,9122
29/08/2023,9997,13481,10100,9255
30/08/2023,9310,13689,10367,9433
31/08/2023,9072,13526,10584,9611
01/09/2023,8561,13300,10779,9742
04/09/2023,8887,13305,10940,9869
05/09/2023,8266,13326,11087,10031
06/09/2023,8573,13192,11401,10155
07/09/2023,9863,13255,11616,10204
08/09/2023,10693,13405,11870,10295
11/09/2023,10982,13570,12092,10354
12/09/2023,11027,14176,12303,10534
13/09/2023,11743,14610,12719,10837
14/09/2023,12537,14781,13155,11238
15/09/2023,13284,14906,13426,11420
18/09/2023,14503,14995,13641,11615
19/09/2023,16103,15238,14146,11730
20/09/2023,17145,15361,14566,11912
21/09/2023,16646,15265,14852,12034
22/09/2023,17274,15164,14906,12068
25/09/2023,17810,15168,14899,12206
26/09/2023,19855,15244,14734,12256
27/09/2023,21364,15399,14499,12263
28/09/2023,20675,15384,14237,12232
29/09/2023,20520,15305,14041,12218
02/10/2023,21645,15159,13890,12190
03/10/2023,22996,14905,13753,12139
04/10/2023,23226,14627,13683,12119
05/10/2023,24727,14329,13595,12130
06/10/2023,27445,14151,13558,12144
09/10/2023,28901,14275,13554,12202
10/10/2023,28373,14504,13752,12186
11/10/2023,27402,14526,13869,12261
12/10/2023,27185,14333,13929,12308
13/10/2023,27591,14104,13950,12361
16/10/2023,28348,13975,13960,12420
17/10/2023,30348,14087,14047,12424
18/10/2023,31089,14568,14139,12436
19/10/2023,30130,14719,14152,12393
20/10/2023,29493,14738,14153,12352
23/10/2023,28805,14746,14074,12311
24/10/2023,27169,14831,13926,12260
25/10/2023,24386,14840,13712,12210
26/10/2023,20446,14652,13492,12078
27/10/2023,18461,14448,13024,12080
30/10/2023,17344,14177,12754,12035
31/10/2023,16750,13803,12484,11888
01/11/2023,15751,13398,12311,11732
02/11/2023,15613,13146,12192,11615
03/11/2023,17690,13034,12111,11409
06/11/2023,19234,13029,12080,11284
07/11/2023,20126,13078,12066,11070
08/11/2023,19222,13231,12139,10931
09/11/2023,20618,13501,12279,10820
10/11/2023,21473,13773,12373,10697
13/11/2023,21619,13934,12396,10581
14/11/2023,21344,14464,12466,10571
15/11/2023,21350,15241,12549,10591
16/11/2023,22096,16196,12956,10672
17/11/2023,22913,16868,13250,10786
20/11/2023,22447,17235,13389,10888
21/11/2023,21450,17722,13548,11046
22/11/2023,20029,18075,13712,11219
23/11/2023,22216,18308,13918,11658
24/11/2023,28071,18577,14067,12062
27/11/2023,31671,18859,14209,12241
28/11/2023,34656,18950,14526,12510
29/11/2023,41796,19183,14959,13016
30/11/2023,46681,19975,15678,13522
01/12/2023,51727,21067,16378,13908
04/12/2023,54584,21966,16788,14393
05/12/2023,49310,21823,17213,14953
06/12/2023,42800,20802,17077,15311
07/12/2023,34854,19776,16918,15511
08/12/2023,35320,18932,16731,15700
11/12/2023,36475,18438,16564,15908
12/12/2023,38082,17968,16280,16116
13/12/2023,35711,17577,16090,16249
14/12/2023,35463,17231,15865,16310
15/12/2023,34107,17096,15686,16340
18/12/2023,32639,17155,15608,16331
19/12/2023,30936,17231,15491,16259
20/12/2023,29278,17252,15363,16134
21/12/2023,27872,17236,15159,15984
22/12/2023,28177,17183,15063,15813
02/01/2024,28896,16851,14392,14537
03/01/2024,29599,16271,13979,13417
04/01/2024,30282,15543,13600,12883
05/01/2024,31497,14993,13337,12518
08/01/2024,29851,14449,13138,12247
09/01/2024,26941,13810,12780,11907
10/01/2024,22362,13173,12485,11600
11/01/2024,20105,12790,12188,11248
12/01/2024,18015,12693,11967,11089
15/01/2024,15589,12709,11855,10898
16/01/2024,14753,12786,11665,10794
17/01/2024,14375,13014,11428,10733
18/01/2024,15365,13432,11315,10677
19/01/2024,18608,13946,11328,10692
22/01/2024,18842,14186,11301,10700
23/01/2024,17412,14513,11358,10721
24/01/2024,17787,14968,11546,10755
25/01/2024,17298,15209,11677,10740
26/01/2024,17708,15263,11711,10735
29/01/2024,16337,15175,11711,10746
30/01/2024,15130,14725,11666,10715
31/01/2024,15680,14093,11600,10646
01/02/2024,15953,13471,11526,10578
02/02/2024,16837,12996,11446,10523
05/02/2024,17766,12768,11411,10478
06/02/2024,19663,12851,11450,10381
07/02/2024,18771,13006,11521,10329
08/02/2024,18215,13269,11550,10266
09/02/2024,19746,13581,11584,10233
12/02/2024,20341,13735,11533,10236
13/02/2024,20538,13950,11515,10202
14/02/2024,20201,14237,11572,10197
15/02/2024,19850,14607,11640,10213
16/02/2024,20304,14817,11783,10287
19/02/2024,20378,15132,11985,10386
20/02/2024,19981,15352,12416,10732
21/02/2024,21092,15058,12692,11032
22/02/2024,23139,14615,12918,11116
23/02/2024,26079,14357,13077,11299
26/02/2024,26233,14201,13175,11509
27/02/2024,26737,14225,13416,11997
28/02/2024,29823,14646,13626,12357
29/02/2024,31045,15130,13832,12746
01/03/2024,32985,15509,13940,13005
04/03/2024,34873,15961,14098,13329
05/03/2024,34402,16242,14270,13559
06/03/2024,31260,16407,14431,13649
07/03/2024,32996,16556,14484,13670
08/03/2024,35201,16750,14493,13714
11/03/2024,35780,17040,14472,13759
12/03/2024,33939,17537,14363,13786
13/03/2024,34737,18385,14306,13841
14/03/2024,33521,19197,14458,13991
15/03/2024,33332,20106,14585,14057
18/03/2024,33911,20685,14717,14101
19/03/2024,33093,20757,14861,14176
20/03/2024,30601,20260,15067,14223
21/03/2024,29752,19834,15167,14302
22/03/2024,28875,19483,15212,14309
25/03/2024,27325,19082,15248,14249
26/03/2024,24580,18392,15130,14118
27/03/2024,21875,17470,14878,14024
28/03/2024,21866,16913,14638,13898
02/04/2024,19852,16341,14335,13737
03/04/2024,20215,15947,14125,13543
04/04/2024,19522,15601,14004,13407
05/04/2024,18857,15255,13866,13239
08/04/2024,18226,15001,13835,13192
09/04/2024,17854,14699,13844,13091
10/04/2024,18266,14680,13863,13037
11/04/2024,20523,15092,13874,13034
12/04/2024,21164,15419,13990,12992
15/04/2024,20970,15623,14077,12974
16/04/2024,21819,15785,14423,13025
17/04/2024,22893,16244,14702,13121
18/04/2024,23598,16885,15013,13225
19/04/2024,23543,17246,15338,13334
22/04/2024,22410,17348,15515,13392
23/04/2024,20389,17222,15735,13520
24/04/2024,19445,17187,16015,13512
25/04/2024,18495,17065,16367,13498
26/04/2024,18012,16900,16441,13523
29/04/2024,17253,16719,16414,13498
30/04/2024,17415,16608,16338,13423
01/05/2024,17553,16622,16257,13349
02/05/2024,19670,16766,16130,13183
03/05/2024,22166,16952,16034,13114
07/05/2024,26864,17545,16074,12990
08/05/2024,29365,18044,16245,12790
09/05/2024,28238,18180,16370,12762
10/05/2024,27301,18230,16333,12647
13/05/2024,25773,18157,16333,12609
14/05/2024,24311,17799,16224,12561
15/05/2024,22383,17141,15984,12499
16/05/2024,21218,16602,15676,12468
17/05/2024,22180,16427,15460,12423
20/05/2024,22460,16300,15308,12434
21/05/2024,22015,16401,15205,12390
22/05/2024,21429,16476,15076,12354
23/05/2024,21432,16492,14795,12343
24/05/2024,21674,16416,14590,12380
28/05/2024,21633,16213,14402,12739
29/05/2024,22178,15858,14223,12821
30/05/2024,22808,15466,14150,12918
31/05/2024,23389,15240,14060,12966
03/06/2024,23357,15130,13994,13005
04/06/2024,23545,15112,13920,12909
05/06/2024,24424,15317,13840,12852
06/06/2024,24689,15583,13809,12883
07/06/2024,24867,15752,13789,12848
10/06/2024,24759,15919,13826,12858
11/06/2024,23089,16265,13982,12800
12/06/2024,22608,16780,14263,12751
13/06/2024,24752,17280,14446,12742
14/06/2024,24525,17546,14689,12803
17/06/2024,24363,17637,14810,12893
18/06/2024,24596,17585,14985,13050
19/06/2024,24278,17271,15118,13216
20/06/2024,25533,16799,15278,13394
21/06/2024,26059,16441,15382,13548
24/06/2024,25650,16131,15451,13634
25/06/2024,24794,15614,15528,13683
26/06/2024,26082,15149,15530,13738
27/06/2024,27954,15047,15393,13741
28/06/2024,28557,15007,15237,13727
01/07/2024,31438,14955,15064,13718
02/07/2024,32248,14759,14862,13587
03/07/2024,29688,14459,14745,13474
04/07/2024,28911,14110,14711,13405
05/07/2024,27692,13914,14681,13365
08/07/2024,27171,13779,14669,13299
09/07/2024,25869,13820,14818,13258
10/07/2024,26666,14209,14880,13234
11/07/2024,26396,14739,14971,13312
12/07/2024,27338,15106,15004,13339
15/07/2024,27058,15320,15045,13360
16/07/2024,25702,15420,15030,13379
17/07/2024,24379,15415,15069,13442
18/07/2024,24941,15423,15065,13478
19/07/2024,24652,15427,15117,13543
22/07/2024,24521,15405,15116,13612
23/07/2024,23665,15549,15181,13631
24/07/2024,23246,15885,15238,13648
25/07/2024,22363,16066,15252,13671
26/07/2024,21676,16125,15246,13670
29/07/2024,21411,16132,15216,13670
30/07/2024,20729,15945,15147,13687
31/07/2024,19712,15649,14997,13708
01/08/2024,18986,15418,14867,13696
02/08/2024,19299,15345,14767,13660
05/08/2024,19499,15273,14635,13649
06/08/2024,19918,15102,14518,13653
07/08/2024,20509,14861,14397,13616
08/08/2024,20396,14581,14324,13599
09/08/2024,20213,14388,14313,13595
12/08/2024,20008,14257,14239,13603
13/08/2024,20540,14068,14216,13616
14/08/2024,21976,14037,14265,13626
15/08/2024,21084,13989,14299,13599
16/08/2024,21037,13970,14343,13576
19/08/2024,21510,13900,14358,13575
20/08/2024,22319,13688,14394,13583
21/08/2024,23122,13382,14407,13580
22/08/2024,23608,12996,14447,13556
23/08/2024,23645,12724,14498,13553
27/08/2024,22846,12432,14483,13470
28/08/2024,23908,12154,14474,13429
29/08/2024,25870,11975,14429,13407
30/08/2024,25700,11843,14369,13387
02/09/2024,26935,11748,14259,13337
03/09/2024,27774,11703,14147,13273
04/09/2024,26738,11699,14026,13172
05/09/2024,27247,11646,13968,13092
06/09/2024,27832,11645,13895,13039
09/09/2024,28232,11721,13879,12948
10/09/2024,27712,11852,13865,12848
11/09/2024,27986,12204,13884,12781
12/09/2024,26750,12620,13925,12757
13/09/2024,25620,12849,13943,12731
16/09/2024,25684,12976,13954,12727
17/09/2024,25623,13190,13974,12711
18/09/2024,25083,13516,14013,12704
19/09/2024,26980,13753,14097,12726
20/09/2024,26826,13842,14256,12730
23/09/2024,27162,13968,14412,12746
24/09/2024,27378,14039,14553,12795
25/09/2024,27495,13886,14616,12841
26/09/2024,29690,13484,14581,12809
27/09/2024,30598,13013,14479,12773
30/09/2024,30258,12727,14345,12792
01/10/2024,29229,12478,14180,12833
02/10/2024,28187,12274,14045,12831
03/10/2024,27363,12302,13894,12824
04/10/2024,26897,12496,13863,12824
07/10/2024,26213,12733,13855,12865
08/10/2024,24786,12969,13938,12911
09/10/2024,23106,13113,14023,12894
10/10/2024,22844,13097,14064,12912
11/10/2024,23509,12918,14002,12925
14/10/2024,23872,12683,13916,12941
15/10/2024,22994,12277,13887,12965
16/10/2024,21161,11785,13849,13007
17/10/2024,19259,11591,13823,13052
18/10/2024,18875,11562,13768,13078
21/10/2024,18174,11502,13763,13073
22/10/2024,16654,11339,13757,13125
23/10/2024,15932,11138,13748,13154
24/10/2024,15416,10945,13697,13091
25/10/2024,15395,10813,13635,13098
28/10/2024,14811,10711,13568,13023
29/10/2024,15417,10752,13403,12990
30/10/2024,15311,10819,13223,12967
31/10/2024,15365,10835,12902,12950
01/11/2024,15329,10789,12670,12926
04/11/2024,15332,10758,12552,12874
05/11/2024,16310,10722,12319,12789
06/11/2024,17086,10662,12095,12717
07/11/2024,17930,10599,11839,12683
08/11/2024,19210,10586,11608,12648
11/11/2024,20872,10639,11418,12613
12/11/2024,22835,10746,11248,12544
13/11/2024,22771,10871,11063,12469
14/11/2024,24347,10921,10975,12363
15/11/2024,26777,10906,10848,12337
18/11/2024,26220,10821,10722,12261
19/11/2024,23291,10536,10596,12207
20/11/2024,23307,10242,10504,12153
21/11/2024,22595,9951,10436,12079
22/11/2024,21778,9747,10404,12055
25/11/2024,21673,9614,10410,12019
26/11/2024,23049,9503,10421,11958
27/11/2024,21302,9396,10452,11918
28/11/2024,19172,9250,10464,11894
29/11/2024,17686,9161,10350,11865
02/12/2024,16363,9079,10340,11817
03/12/2024,14863,9042,10344,11759
04/12/2024,13345,9124,10375,11723
05/12/2024,12690,9364,10338,11697
06/12/2024,12727,9606,10275,11588
09/12/2024,12702,9713,10238,11522
10/12/2024,12464,9691,10193,11384
11/12/2024,11421,9478,10129,11308
12/12/2024,10382,9186,10108,11260
13/12/2024,10474,8955,10083,11133
16/12/2024,11116,8796,10040,10945
17/12/2024,10848,8627,9966,10806
18/12/2024,10261,8616,9932,10678
19/12/2024,8945,8681,9897,10550
20/12/2024,9244,8782,9842,10427
23/12/2024,9388,8820,9749,10322
24/12/2024,9516,8888,9637,10242
02/01/2025,10459,9005,9325,9973
03/01/2025,11407,9358,9138,9884
06/01/2025,10696,9548,8925,9705
07/01/2025,10102,9547,8780,9581
08/01/2025,9123,9331,8663,9440
09/01/2025,9653,8931,8462,9265
10/01/2025,12010,8574,8313,9143
13/01/2025,13391,8332,8198,9032
14/01/2025,13300,8158,8058,8898
15/01/2025,13109,8050,7869,8591
16/01/2025,12294,8060,7629,8347
17/01/2025,11555,8070,7403,8161
20/01/2025,11008,8036,7155,8026
21/01/2025,10647,7862,6848,7854
22/01/2025,10252,7585,6480,7701
23/01/2025,8967,7239,6227,7531
24/01/2025,8156,6969,6044,7406
27/01/2025,7946,6827,5917,7160
28/01/2025,7725,6736,5787,7001
29/01/2025,7267,6762,5700,6917
30/01/2025,6977,6899,5612,6857
31/01/2025,7252,7199,5594,6780
03/02/2025,7144,7469,5575,6700
04/02/2025,6998,8112,5615,6679
05/02/2025,6734,8895,5789,6767
06/02/2025,6733,9259,6174,6980
07/02/2025,6964,9318,6519,7164
10/02/2025,6716,9248,6736,7343
11/02/2025,6458,9101,6942,7534
12/02/2025,5899,8848,7112,7878
13/02/2025,5900,8765,7332,8186
14/02/2025,5939,8819,7634,8498
17/02/2025,6009,8976,7844,8754
18/02/2025,6282,9375,8239,8989
19/02/2025,7187,9932,8572,9205
20/02/2025,7603,10299,8912,9407
21/02/2025,8216,10527,9171,9616
24/02/2025,8620,10595,9276,9717
25/02/2025,9612,10400,9398,9778
26/02/2025,11584,10156,9432,9840
27/02/2025,13046,9831,9374,9836
28/02/2025,15074,9569,9275,9844
03/03/2025,16424,9404,9184,9846
04/03/2025,16328,9218,9035,9860
05/03/2025,15711,9003,8943,9888
06/03/2025,17267,8931,8889,9959
07/03/2025,20084,8951,8889,10003
10/03/2025,20554,9122,8893,10090
11/03/2025,20514,9578,8890,10145
12/03/2025,22884,10421,8992,10235
13/03/2025,23992,11700,9274,10262
14/03/2025,23697,12287,9718,10298
17/03/2025,22954,12623,10020,10315
18/03/2025,22507,12643,10313,10412
19/03/2025,22170,12396,10591,10511
20/03/2025,22139,12217,10737,10672
21/03/2025,22190,12379,10753,10719
24/03/2025,22311,12504,10768,10785
25/03/2025,21810,12803,10801,10813
26/03/2025,21402,13108,10789,10858
27/03/2025,20957,13359,10694,10933
28/03/2025,20503,13474,10542,11052
31/03/2025,20442,13511,10457,11056
01/04/2025,20234,13489,10395,11066
02/04/2025,20198,13464,10331,11066
03/04/2025,19383,13176,10269,11038
04/04/2025,18404,12824,10244,11027
07/04/2025,16728,12201,10161,10905
08/04/2025,15881,11501,10024,10807
09/04/2025,14367,10824,9944,10689
10/04/2025,14768,10705,9855,10542
11/04/2025,14952,10673,9837,10485
14/04/2025,15148,10712,9802,10389
15/04/2025,14535,10873,9805,10365
16/04/2025,13734,11138,9882,10296
17/04/2025,13913,11460,9972,10236
22/04/2025,13774,11629,10019,10183
23/04/2025,14362,11996,10149,10200
24/04/2025,15307,12345,10300,10214
25/04/2025,15667,12528,10317,10219
28/04/2025,16420,12555,10296,10209
29/04/2025,16408,12504,10190,10199
30/04/2025,16265,12423,10061,10152
01/05/2025,16941,12362,10046,10061
02/05/2025,17241,12310,10043,10080
06/05/2025,16897,12238,10063,10066
07/05/2025,16050,12257,10117,10047
08/05/2025,14532,12269,10196,9979
09/05/2025,14169,12173,10214,9975
12/05/2025,14354,12075,10224,9978
13/05/2025,13859,11844,10310,9967
14/05/2025,13670,11654,10314,9957
15/05/2025,14691,11585,10293,9965
16/05/2025,16736,11608,10324,9967
19/05/2025,15656,11635,10354,10014
20/05/2025,15454,11646,10377,10085
21/05/2025,15383,11572,10455,10155
22/05/2025,15605,11419,10433,10328
23/05/2025,15757,11218,10392,10451
27/05/2025,15005,10869,10280,10567
28/05/2025,15539,10523,10156,10713
29/05/2025,17074,10235,10055,10792
30/05/2025,18885,10072,9992,10813
02/06/2025,19071,9967,9981,10779
03/06/2025,19350,9973,9874,10742
04/06/2025,20576,10307,9845,10750
05/06/2025,23592,10899,9798,10775
06/06/2025,23572,11210,9762,10802
09/06/2025,24961,11378,9673,10812
10/06/2025,24519,11698,9583,10811
11/06/2025,25679,12036,9616,10825
12/06/2025,29481,12376,9761,10847
13/06/2025,30866,12610,9802,10866
16/06/2025,30944,12694,9839,10922
17/06/2025,30357,12652,9910,11052
18/06/2025,28546,12405,9967,11138
19/06/2025,25524,12174,10141,11179
20/06/2025,23879,12151,10271,11224
23/06/2025,23367,12254,10340,11306
24/06/2025,23360,12455,10391,11311
25/06/2025,22592,12825,10533,11401
26/06/2025,19447,13214,10604,11451
27/06/2025,18408,13410,10714,11449
30/06/2025,17510,13502,10762,11426
01/07/2025,16677,13498,10828,11375
02/07/2025,16242,13424,10996,11368
03/07/2025,15705,13565,11267,11388
04/07/2025,15382,13683,11634,11390
07/07/2025,15132,13777,11869,11462
08/07/2025,14521,14121,12188,11503
09/07/2025,13715,14590,12514,11520
10/07/2025,13799,15507,12910,11567
11/07/2025,17453,16743,13374,11604
14/07/2025,19633,17544,13693,11689
15/07/2025,21003,17914,14233,11809
16/07/2025,21908,17700,14586,11945
17/07/2025,25055,17399,14841,12066
18/07/2025,25575,17272,14983,12110
21/07/2025,24720,17232,14982,12150
22/07/2025,25390,17182,14771,12203
23/07/2025,27688,17142,14567,12269
24/07/2025,31429,16940,14376,12273
25/07/2025,31756,16540,14317,12271
28/07/2025,31296,16180,14258,12245
29/07/2025,28830,15671,14152,12192
30/07/2025,26422,15203,14034,12223
31/07/2025,26858,14929,13995,12210
01/08/2025,27331,14798,14001,12201
04/08/2025,26187,14696,14017,12170
05/08/2025,24929,14625,14136,12167
06/08/2025,26434,14791,14396,12175
07/08/2025,26576,14845,14608,12233
08/08/2025,27716,14712,14657,12294
11/08/2025,27506,14529,14711,12336
12/08/2025,27048,14359,14767,12364
13/08/2025,27206,14342,14853,12417
14/08/2025,27404,14425,14972,12512
15/08/2025,27323,14601,15066,12570
18/08/2025,26638,14673,15173,12635
19/08/2025,25072,14737,15268,12741
20/08/2025,23778,14985,15516,12849
21/08/2025,22418,15469,15722,12945
22/08/2025,23160,15932,15960,13054
26/08/2025,25140,16363,16131,13236
27/08/2025,24786,16865,16257,13414
28/08/2025,23918,16865,16432,13555
29/08/2025,24257,16623,16487,13807
01/09/2025,24455,16313,16505,14019
02/09/2025,23836,15876,16496,14125
03/09/2025,22994,15471,16504,14181
04/09/2025,23355,15826,16433,14152
05/09/2025,23513,16221,16365,14165
08/09/2025,24150,16613,16465,14203
09/09/2025,25017,17311,16584,14252
10/09/2025,25465,17778,16643,14364
11/09/2025,25218,17983,16721,14419
12/09/2025,25457,18056,16822,14475
15/09/2025,26156,18027,16835,14482
16/09/2025,26443,17712,16810,14466
17/09/2025,27366,17308,16827,14488
18/09/2025,28288,16928,16827,14569
19/09/2025,28504,16603,16788,14671
22/09/2025,27903,16400,16750,14703
23/09/2025,28770,16190,16755,14757
24/09/2025,29636,16414,16717,14834
25/09/2025,30194,16517,16713,14972
26/09/2025,30076,16484,16664,15130
29/09/2025,29228,16358,16649,15296
30/09/2025,27405,15985,16590,15400
01/10/2025,23968,15521,16503,15478
02/10/2025,22562,15164,16367,15548
03/10/2025,22595,14961,16254,15616
06/10/2025,23453,14886,16205,15600
07/10/2025,23927,14988,15973,15600
08/10/2025,24252,15252,15798,15631
09/10/2025,23101,15568,15696,15670
10/10/2025,23216,15873,15685,15713
13/10/2025,28132,16257,15661,15726
14/10/2025,24938,16337,15768,15782
15/10/2025,24185,16386,15887,15809
16/10/2025,25358,16433,15938,15895
17/10/2025,25882,16446,15962,15937
20/10/2025,25944,16460,15935,15914
21/10/2025,26404,16718,15839,15937
22/10/2025,26199,17138,15619,15912
23/10/2025,25367,17319,15389,15847
24/10/2025,23811,17318,15269,15812
27/10/2025,23534,17292,15174,15736
28/10/2025,23089,17138,15035,15669
29/10/2025,23580,16962,14932,15522
30/10/2025,24428,16643,14856,15382
31/10/2025,24288,16389,14728,15243
03/11/2025,23955,16207,14654,15131
04/11/2025,24444,16090,14542,14959
05/11/2025,25573,16140,14481,14763
06/11/2025,26888,16351,14544,14662
07/11/2025,27709,16501,14644,14582
10/11/2025,27063,16601,14743,14567
11/11/2025,26469,16785,14957,14556
12/11/2025,25067,16981,15221,14591
13/11/2025,25980,17075,15493,14637
14/11/2025,26968,17071,15765,14745
17/11/2025,27597,16986,15955,14776
18/11/2025,29160,16939,16008,14767
19/11/2025,30154,17057,16046,14759
20/11/2025,30244,17204,16106,14770
21/11/2025,30292,17354,16064,14760
24/11/2025,30685,17498,16069,14750
25/11/2025,30938,17615,16051,14722
26/11/2025,33160,17686,16102,14792
27/11/2025,35133,17655,16133,14845
28/11/2025,37158,17566,16181,14885
01/12/2025,37840,17405,16194,14932
02/12/2025,38427,17237,16175,15066
03/12/2025,44672,17032,16216,15127
04/12/2025,44108,16767,16179,15146
05/12/2025,42151,16530,16120,15146
08/12/2025,41571,16313,16041,15113
09/12/2025,38403,16078,15908,15059
10/12/2025,35527,15878,15726,14819
11/12/2025,32569,15519,15500,14650
12/12/2025,30731,15194,15299,14482
15/12/2025,30841,14796,15155,14329
16/12/2025,31800,14189,14841,14132
17/12/2025,30637,13318,14497,13927
18/12/2025,30480,12505,13870,13641
19/12/2025,30052,11908,13407,13432
22/12/2025,29518,11540,13049,13261
23/12/2025,27676,11391,12653,13112
24/12/2025,27523,11405,12427,12939
02/01/2026,24687,11536,11567,12329
05/01/2026,24149,11640,11155,11874
06/01/2026,23854,11736,10746,11501
07/01/2026,22595,11851,10515,11229
08/01/2026,21179,12028,10302,11040
09/01/2026,20444,12108,10189,10897
12/01/2026,19838,12058,10100,10777
13/01/2026,18677,11978,10004,10675
14/01/2026,17560,12072,10006,10613
15/01/2026,16226,12585,10132,10598
16/01/2026,16670,13120,10186,10578
19/01/2026,18293,13688,10223,10595
20/01/2026,19804,14130,10394,10644
21/01/2026,21279,14458,10559,10698
22/01/2026,19976,14525,10851,10760
23/01/2026,19928,14504,10941,10793
26/01/2026,20314,14504,11048,10810
27/01/2026,25653,14621,11104,10879
28/01/2026,25603,15130,11215,10956
29/01/2026,24897,15444,11386,11045
30/01/2026,28306,15686,11455,11124
02/02/2026,27638,15735,11521,11185
03/02/2026,25288,15515,11657,11259
04/02/2026,23653,15166,11767,11329
05/02/2026,23263,14931,11895,11444
06/02/2026,22965,14865,11924,11479
09/02/2026,22189,14829,12043,11493
10/02/2026,21625,15027,12166,11623
11/02/2026,22929,15615,12378,11818
12/02/2026,25893,15897,12691,12056
13/02/2026,25346,15989,12959,12247
16/02/2026,25605,16068,13103,12346
17/02/2026,25464,16132,13058,12492
18/02/2026,24747,16167,12883,12634
19/02/2026,23713,16340,12627,12708
20/02/2026,24172,16543,12612,12766
23/02/2026,25608,16678,12863,12803
24/02/2026,25585,16793,13348,13038
25/02/2026,24863,17014,13823,13390
26/02/2026,24169,17247,14385,13734
27/02/2026,24211,17481,14881,13976
02/03/2026,24910,17814,15173,14134
03/03/2026,25929,18015,15442,14379
04/03/2026,25541,18127,15558,14573
05/03/2026,23262,17970,15566,14748
06/03/2026,20355,17656,15491,14893
09/03/2026,22207,17223,15321,15002
10/03/2026,19188,16750,14930,14967
11/03/2026,19843,16479,14548,14796
12/03/2026,21173,16516,14269,14534
13/03/2026,22621,16546,14179,14330
16/03/2026,23040,16528,13996,14186
17/03/2026,22691,16673,13844,13863
18/03/2026,23574,17016,13642,13668
19/03/2026,23389,17177,13506,13491
20/03/2026,23438,17132,13439,13389
23/03/2026,23131,16994,13367,13272
24/03/2026,22292,16552,13330,13163
25/03/2026,22937,16166,13241,13072
26/03/2026,23471,15931,13198,12969
27/03/2026,23994,15800,13207,12842
30/03/2026,23745,15682,13174,12752
31/03/2026,23221,15692,13156,12629
01/04/2026,23918,15825,13251,12532
02/04/2026,24488,16056,13442,12508
07/04/2026,25045,16220,13530,12500
08/04/2026,25702,16409,13907,12452
09/04/2026,25835,16582,14310,12494
10/04/2026,26585,16696,14504,12573
13/04/2026,27667,16757,14647,12626
14/04/2026,29792,17101,14954,12708
15/04/2026,32450,17528,15296,12875
16/04/2026,33012,17730,15635,13143
